etudiant1,17
etudiant2,89
etudiant3,89
etudiant4,83
etudiant5,0
etudiant6,17
etudiant7,0
etudiant8,83
etudiant9,0
etudiant10,100
etudiant11,86
etudiant12,3
etudiant13,9
etudiant14,100
etudiant15,37
etudiant16,89
etudiant17,89
etudiant18,4
etudiant19,3
etudiant20,42
etudiant21,80
etudiant22,7
etudiant23,94
etudiant24,0
etudiant25,46
etudiant26,74
etudiant27,89
etudiant28,74
etudiant29,65
etudiant30,69
etudiant31,30
etudiant32,16
etudiant33,68
etudiant34,11
etudiant35,0
etudiant36,57
etudiant37,56
etudiant38,79
etudiant39,72
etudiant40,90
etudiant41,26
etudiant42,59
etudiant43,52
etudiant44,68
etudiant45,78
etudiant46,16
etudiant47,80
etudiant48,60
etudiant49,42
etudiant50,74
etudiant51,47
etudiant52,65
etudiant53,86
etudiant54,55
etudiant55,59
etudiant56,49
etudiant57,86
etudiant58,91
etudiant59,9
etudiant60,82
etudiant61,100
etudiant62,63
etudiant63,71
etudiant64,77
etudiant65,78
etudiant66,62
etudiant67,60
etudiant68,70
etudiant69,23
etudiant70,45
etudiant71,33
etudiant72,62
etudiant73,0
etudiant74,17
etudiant75,9
etudiant76,60
etudiant77,55
etudiant78,66
etudiant79,63
etudiant80,92
etudiant81,53
etudiant82,81
etudiant83,44
etudiant84,77
etudiant85,14
etudiant86,74
etudiant87,49
etudiant88,9
etudiant89,24
etudiant90,64
etudiant91,33
etudiant92,51
etudiant93,60
etudiant94,71
etudiant95,59
etudiant96,68
etudiant97,80
etudiant98,71
etudiant99,77
etudiant100,86
etudiant101,14
etudiant102,47
etudiant103,64
etudiant104,53
etudiant105,89
etudiant106,69
etudiant107,88
etudiant108,57
etudiant109,82
etudiant110,74
etudiant111,52
etudiant112,100
etudiant113,71
etudiant114,23
etudiant115,61
etudiant116,83
etudiant117,68
etudiant118,5
etudiant119,62
etudiant120,63
etudiant121,9
etudiant122,76
etudiant123,71
etudiant124,11
etudiant125,77
etudiant126,72
etudiant127,89
etudiant128,49
etudiant129,88
etudiant130,39
etudiant131,65
etudiant132,28
etudiant133,27
etudiant134,69
etudiant135,100
etudiant136,71
etudiant137,44
etudiant138,66
etudiant139,73
etudiant140,74
etudiant141,49
etudiant142,19
etudiant143,46
etudiant144,72
etudiant145,56
etudiant146,31
etudiant147,74
etudiant148,69
etudiant149,62
etudiant150,72
etudiant151,82
etudiant152,23
etudiant153,76
etudiant154,27
etudiant155,73
etudiant156,58
etudiant157,88
etudiant158,0
etudiant159,49
etudiant160,51
etudiant161,73
etudiant162,93
etudiant163,25
etudiant164,60
etudiant165,9
etudiant166,69
etudiant167,100
etudiant168,80
etudiant169,57
etudiant170,80
etudiant171,40
etudiant172,72
etudiant173,60
etudiant174,74
etudiant175,71
etudiant176,88
etudiant177,43
etudiant178,74
etudiant179,19
etudiant180,11
etudiant181,77
etudiant182,62
etudiant183,9
etudiant184,61
etudiant185,11
etudiant186,37
etudiant187,86
etudiant188,37
etudiant189,26
etudiant190,37
etudiant191,73
etudiant192,84
etudiant193,31
etudiant194,9
etudiant195,90
etudiant196,66
etudiant197,77
etudiant198,80
etudiant199,67
etudiant200,77
etudiant201,71
etudiant202,80
etudiant203,83
etudiant204,62
etudiant205,19
etudiant206,84
etudiant207,66
etudiant208,31
etudiant209,83
etudiant210,55
etudiant211,41
etudiant212,47
etudiant213,60
etudiant214,47
etudiant215,64
etudiant216,62
etudiant217,71
etudiant218,63
etudiant219,56
etudiant220,55
etudiant221,73
etudiant222,60
etudiant223,18
etudiant224,9
etudiant225,72
etudiant226,80
etudiant227,29
etudiant228,77
etudiant229,11
etudiant230,31
etudiant231,28
etudiant232,17
etudiant233,89
etudiant234,80
etudiant235,13
etudiant236,77
etudiant237,69
etudiant238,34
etudiant239,77
etudiant240,89
etudiant241,90
etudiant242,50
etudiant243,67
etudiant244,19
etudiant245,75
etudiant246,77
etudiant247,52
etudiant248,91
etudiant249,69
etudiant250,60
etudiant251,27
etudiant252,90
etudiant253,66
etudiant254,73
etudiant255,51
etudiant256,54
etudiant257,14
etudiant258,60
etudiant259,73
etudiant260,66
etudiant261,60
etudiant262,57
etudiant263,54
etudiant264,87
etudiant265,65
etudiant266,65
etudiant267,92
etudiant268,63
etudiant269,49
etudiant270,70
etudiant271,50
etudiant272,65
etudiant273,19
etudiant274,76
etudiant275,81
etudiant276,0
etudiant277,86
etudiant278,80
etudiant279,75
etudiant280,63
etudiant281,23
etudiant282,68
etudiant283,29
etudiant284,89
etudiant285,55
etudiant286,82
etudiant287,60
etudiant288,67
etudiant289,24
etudiant290,71
etudiant291,91
etudiant292,46
etudiant293,34
etudiant294,74
etudiant295,50
etudiant296,90
etudiant297,55
etudiant298,73
etudiant299,20
etudiant300,22
etudiant301,21
etudiant302,39
etudiant303,23
etudiant304,20
etudiant305,60
etudiant306,23
etudiant307,70
etudiant308,67
etudiant309,66
etudiant310,60
etudiant311,89
etudiant312,40
etudiant313,67
etudiant314,11
etudiant315,57
etudiant316,67
etudiant317,89
etudiant318,71
etudiant319,77
etudiant320,65
etudiant321,99
etudiant322,71
etudiant323,37
etudiant324,0
etudiant325,100
etudiant326,9
etudiant327,77
etudiant328,87
etudiant329,51
etudiant330,69
etudiant331,71
etudiant332,66
etudiant333,76
etudiant334,61
etudiant335,60
etudiant336,30
etudiant337,51
etudiant338,63
etudiant339,29
etudiant340,76
etudiant341,77
etudiant342,77
etudiant343,20
etudiant344,44
etudiant345,69
etudiant346,54
etudiant347,76
etudiant348,31
etudiant349,67
etudiant350,81
etudiant351,37
etudiant352,19
etudiant353,0
etudiant354,84
etudiant355,75
etudiant356,51
etudiant357,54
etudiant358,9
etudiant359,77
etudiant360,6
etudiant361,50
etudiant362,72
etudiant363,0
etudiant364,89
etudiant365,82
etudiant366,51
etudiant367,32
etudiant368,69
etudiant369,75
etudiant370,56
etudiant371,47
etudiant372,63
etudiant373,64
etudiant374,63
etudiant375,46
etudiant376,3
etudiant377,0
etudiant378,9
etudiant379,63
etudiant380,40
etudiant381,50
etudiant382,100
etudiant383,61
etudiant384,74
etudiant385,84
etudiant386,73
etudiant387,89
etudiant388,68
etudiant389,22
etudiant390,55
etudiant391,65
etudiant392,66
etudiant393,14
etudiant394,61
etudiant395,60
etudiant396,58
etudiant397,66
etudiant398,71
etudiant399,77
etudiant400,71
etudiant401,57
etudiant402,46
etudiant403,54
etudiant404,61
etudiant405,56
etudiant406,9
etudiant407,39
etudiant408,57
etudiant409,85
etudiant410,89
etudiant411,86
etudiant412,53
etudiant413,76
etudiant414,70
etudiant415,100
etudiant416,51
etudiant417,91
etudiant418,80
etudiant419,24
etudiant420,78
etudiant421,0
etudiant422,65
etudiant423,21
etudiant424,71
etudiant425,72
etudiant426,54
etudiant427,31
etudiant428,89
etudiant429,49
etudiant430,37
etudiant431,63
etudiant432,67
etudiant433,58
etudiant434,70
etudiant435,43
etudiant436,77
etudiant437,72
etudiant438,89
etudiant439,20
etudiant440,55
etudiant441,74
etudiant442,77
etudiant443,17
etudiant444,89
etudiant445,51
etudiant446,65
etudiant447,14
etudiant448,71
etudiant449,89
etudiant450,49
etudiant451,9
etudiant452,71
etudiant453,100
etudiant454,88
etudiant455,71
etudiant456,89
etudiant457,71
etudiant458,70
etudiant459,77
etudiant460,78
etudiant461,46
etudiant462,29
etudiant463,74
etudiant464,65
etudiant465,66
etudiant466,11
etudiant467,79
etudiant468,40
